soldierId,bestSoldierPerc
47734,0.48799833333333337
47735,0.5694900000000002
47736,0.34133
47737,0.36241
47738,0.16691
47739,0.027625
47740,0.24888499999999997
47741,0.31077
47742,0.7848900000000001
47743,0.48829
47744,0.6296
47745,0.042170000000000006
47746,0.202775
47747,0.55264
47748,0.300375
47749,0.8356700000000001
47750,0.8807499999999999
47751,0.7285850000000001
47752,0.15372500000000003
47753,0.870415
47754,0.15186000000000002
47755,0.25044999999999995
47756,0.11333500000000003
47757,0.9710600000000001
47758,0.21304749999999997
47759,0.41781999999999997
47760,0.7093599999999999
47761,0.6237999999999999
47762,0.8587800000000001
47763,0.20027
47764,0.8641100000000002
47765,0.8687750000000001
47766,0.512985
47767,0.19452999999999998
47768,0.6475249999999999
47769,0.23587499999999992
47770,0.75103
47771,0.54217
47772,0.80884
47773,0.6561400000000001
47774,0.011045
47775,0.4244649999999999
47776,0.9472149999999999
47777,0.5261799999999999
47778,0.17014500000000002
47779,0.852205
47780,0.5444849999999999
47781,0.614795
47782,0.21755500000000003
47783,0.8542449999999999
47784,0.8522199999999998
47785,0.4944866666666668
47786,0.17308
47787,0.521355
47788,0.32363
47789,0.17189999999999997
47790,0.850845
47791,0.24564499999999997
47792,0.7299050000000001
47793,0.13316500000000003
47794,0.22169500000000003
47795,0.8688550000000002
47796,0.9286999999999999
47797,0.9087799999999999
47798,0.20096000000000003
47799,0.335715
47800,0.6707500000000001
47801,0.6399600000000001
47802,0.5828150000000001
47803,0.11291999999999999
47804,0.658375
47805,0.16972500000000001
47806,0.5748249999999999
47807,0.33328500000000005
47808,0.9132800000000001
47809,0.7269400000000001
47810,0.08533999999999999
47811,0.8285449999999999
47812,0.17539000000000005
47813,0.07540500000000001
47814,0.05825999999999998
47815,0.722865
47816,0.05497333333333333
47817,0.52717
47818,0.78047
47819,0.222635
47820,0.694475
47821,0.81036
47822,0.09550999999999998
47823,0.02788
47824,0.3884599999999999
47825,0.8817099999999998
47826,0.40861000000000003
47827,0.23483000000000004
47828,0.8450750000000001
47829,0.47543999999999986
47830,0.861605
47831,0.7682599999999999
47832,0.757065
47833,0.861345
47834,0.7576099999999999
47835,0.6853800000000001
47836,0.6361650000000001
47837,0.732845
47838,0.8518699999999999
47839,0.6029700000000001
47840,0.06047
47841,0.30428
47842,0.817045
47843,0.67618
47844,0.05684789743589743
47845,0.7235400000000001
47846,0.46798
47847,0.15922
47848,0.01477
47849,0.9086016666666665
47850,0.7189000000000001
47851,0.9219183333333334
47852,0.86807
47853,0.08291
47854,0.4275650000000001
47855,0.7647400000000001
47856,0.46288
47857,0.7681850000000001
47858,0.09555
47859,0.71575
47860,0.14290999999999995
47861,0.8345049999999998
47862,0.9039999999999999
47863,0.32077000000000006
47864,0.03391966666666667
47865,0.9271733333333332
47866,0.6458
47867,0.6284099999999999
47868,0.16386500000000007
47869,0.8177500000000002
47870,0.220465
47871,0.4244850000000001
47872,0.351935
47873,0.94608
47874,0.9051499999999999
47875,0.798215
47876,0.29663999999999996
47877,0.177465
47878,0.22857999999999995
47879,0.16419999999999998
47880,0.20153500000000002
47881,0.459275
47882,0.31192999999999993
47883,0.4524850000000001
47884,0.6589400000000001
47885,0.47466500000000006
47886,0.12144999999999999
47887,0.8354249999999999
47888,0.7448649999999999
47889,0.61559
47890,0.4266350000000001
47891,0.241785
47892,0.519985
47893,0.49812499999999993
47894,0.575745
47895,0.8105400000000001
47896,0.44503499999999985
47897,0.65873
47898,0.915845
47899,0.19814
47900,0.21727499999999997
47901,0.7906450000000002
47902,0.15757000000000004
47903,0.5708200000000001
47904,0.13377999999999998
47905,0.6053649999999999
47906,0.06991571428571428
47907,0.5947500000000001
47908,0.6576449999999999
47909,0.74933
47910,0.8135000000000001
47911,0.879435
47912,0.76346
47913,0.8065199999999999
47914,0.19267
47915,0.646085
47916,0.45675
47917,0.9107549999999998
47918,0.8238350000000001
47919,0.647235
47920,0.8097049999999999
47921,0.14841
47922,0.783105
47923,0.8100449999999999
47924,0.056480054112554114
47925,0.8406750000000001
47926,0.795325
47927,0.6312850000000001
47928,0.395045
47929,0.21942500000000004
47930,0.9395961111111111
47931,0.412655
47932,0.021449999999999997
47933,0.54404
47934,0.290765
47935,0.22836000000000004
47936,0.85548
47937,0.113555
47938,0.060329999999999995
47939,0.8439249999999999
47940,0.021325
47941,0.8833200000000001
47942,0.8992408333333335
47943,0.9267983333333334
47944,0.589495
47945,0.6436750000000001
47946,0.24975000000000006
47947,0.9116950000000001
47948,0.007020000000000001
47949,0.39502000000000004
47950,0.14073
47951,0.0803
47952,0.11775999999999998
47953,0.210015
47954,0.04214
47955,0.46617999999999993
47956,0.8561300000000001
47957,0.14832499999999998
47958,0.263715
47959,0.91144
47960,0.6045450000000001
47961,0.8513050000000002
47962,0.43694999999999995
47963,0.8707649999999999
47964,0.199805
47965,0.08397333333333332
47966,0.9104049999999999
47967,0.1938
47968,0.23337
47969,0.480375
47970,0.7823449999999998
47971,0.8318200000000002
47972,0.7676099999999999
47973,0.212405
47974,0.56857
47975,0.35589499999999996
47976,0.2912199999999999
47977,0.08244499999999999
47978,0.473555
47979,0.9080099999999998
47980,0.060823972222222224
47981,0.02049816666666666
47982,0.47017499999999995
47983,0.5205
47984,0.8299749999999999
47985,0.6648616666666666
47986,0.76486
47987,0.005173333333333334
47988,0.61951
47989,0.938345
47990,0.20511999999999997
47991,0.12602
47992,0.6870550000000002
47993,0.32503999999999994
47994,0.7682979999999999
47995,0.18831000000000003
47996,0.028259999999999997
47997,0.241215
47998,0.09869999999999998
47999,0.6244799999999999
48000,0.62119
48001,0.49014000000000013
48002,0.785865
48003,0.9272400000000001
48004,0.128795
48005,0.43067
48006,0.40395499999999995
48007,0.19566000000000006
48008,0.5120699999999999
48009,0.33303499999999997
48010,0.010020861471861472
48011,0.7645300000000002
48012,0.7804899999999998
48013,0.8649137499999998
48014,0.4807849999999999
48015,0.2834975
48016,0.518125
48017,0.132355
48018,0.46130000000000004
48019,0.24327000000000001
48020,0.969425
48021,0.341105
48022,0.24606
48023,0.7518999999999998
48024,0.9133849999999999
48025,0.719675
